g_key,i_key,ra,dec,g_mag,i_mag,color,mag_err,match_distance
20251017144-929,20251017145-642,260.43295054008576,57.9204062902833,17.361872134094238,16.041491708221436,1.320380425872802,0.021380075499999998,5.223397815562016e-05
20251017144-929,20251017145-642,260.5292903603852,58.037887473930894,17.36531513409424,16.79660670822144,0.5687084258727992,0.029272467,5.7625064693938694e-05
20251017144-929,20251017145-642,260.5327903984966,58.03832663602607,15.923937134094238,15.111638708221436,0.8122984258728021,0.0090584495,3.6694141663672205e-05
20251017144-929,20251017145-642,260.457269865342,57.9332069108075,17.80046513409424,16.410696708221437,1.389768425872802,0.021083416,5.572014371301658e-05
20251017144-929,20251017145-642,260.4748617337548,57.952671290776465,14.029263134094238,13.405936708221438,0.6233264258728006,0.0038828694,5.240562362024867e-05
20251017144-929,20251017145-642,260.5331783199033,58.02056740383958,18.16010113409424,16.30465570822144,1.8554454258728015,0.038279232,4.632536906197335e-05
20251017144-929,20251017145-642,260.48162132228674,57.93820852628877,16.83288313409424,16.328051708221437,0.5048314258728013,0.018182278,5.0760008241332376e-05
20251017144-929,20251017145-642,260.44761127184313,57.89455722620981,17.642237134094238,16.55960870822144,1.082628425872798,0.031945063999999995,9.995393580212182e-05
20251017144-929,20251017145-642,260.5395908848436,57.99135168275374,14.207656134094238,13.596805708221437,0.6108504258728011,0.004531028,3.822691689528193e-05
20251017144-929,20251017145-642,260.4925128749585,57.93436788624766,17.698681134094237,16.432307708221437,1.2663734258727999,0.021887326,7.966671960253737e-05
20251017144-929,20251017145-642,260.5080095082484,57.93390851701855,13.225904134094238,12.770235708221437,0.4556684258728012,0.0046629924000000005,9.242135391551585e-05
20251017144-929,20251017145-642,260.36595754320024,58.038728456979186,17.78438113409424,16.675208708221437,1.1091724258728028,0.030001877,0.0001302194333924882
20251017144-929,20251017145-642,260.3073333679773,57.9545512611209,16.514893134094237,16.057010708221437,0.4578824258727998,0.0165140977,8.560349429544073e-05
20251017150-403,20251017151-115,260.41360692020714,57.849144920330296,17.103610575195315,16.608146238708493,0.49546433648682253,0.019167646,0.0003246460667888125
20251017150-403,20251017151-115,260.2151735032726,57.87376255717246,17.893593575195315,16.981918238708495,0.9116753364868195,0.030157785,6.225168952871159e-05
20251017150-403,20251017151-115,260.2149703804796,57.86511661426283,16.067179575195315,14.959205238708494,1.107974336486821,0.0091162448,9.228558876226027e-05
20251017150-403,20251017151-115,260.1554846751807,57.78832096906542,17.048827575195315,16.462732238708494,0.5860953364868209,0.023124501999999998,0.00010115777508128994
20251017150-403,20251017151-115,260.21249734167816,57.852698215013675,18.292257575195315,17.226260238708495,1.06599733648682,0.05070249,5.843454136643948e-05
20251017150-403,20251017151-115,260.18211353941444,57.81236115245653,17.151544575195317,15.604356238708494,1.5471883364868226,0.0152430104,2.1832704081963187e-05
20251017150-403,20251017151-115,260.16755831889543,57.78539246721848,18.248252575195316,17.085354738708496,1.1628978364868203,0.052538922,4.3960220903415514e-05
20251017150-403,20251017151-115,260.2184576982769,57.84578656193989,15.818826575195315,15.266702238708495,0.5521243364868198,0.0099363168,4.7841974442546854e-05
20251017150-403,20251017151-115,260.2688038898296,57.895314557799324,17.367517575195315,16.490341238708496,0.8771763364868193,0.027505941,0.00015431644098593718
20251017150-403,20251017151-115,260.27640420779784,57.90290951729427,17.043365575195317,15.942280738708494,1.101084836486823,0.019085432,0.00016366778512136583
20251017150-403,20251017151-115,260.27020300023366,57.892879038787235,16.007451575195315,15.130330238708494,0.8771213364868213,0.010578356,0.0001450038694977563
20251017150-403,20251017151-115,260.295685040844,57.91517566152815,17.785337575195314,16.821431238708495,0.9639063364868186,0.036721569999999995,6.068579502562591e-05
20251017150-403,20251017151-115,260.25460188290845,57.85616760118276,17.043405575195315,16.181310238708495,0.8620953364868207,0.0211195265,0.00011683391763447318
20251017150-403,20251017151-115,260.1956933101908,57.761595301888676,17.150131575195317,16.012767738708494,1.1373638364868235,0.019068234,7.160917132678624e-05
20251017150-403,20251017151-115,260.2851846898297,57.8448956923439,16.488458575195317,15.788556238708495,0.6999023364868222,0.0114401465,0.00013570738584386174
20251017150-403,20251017151-115,260.2408457369112,57.776213613468116,16.186329575195316,15.435801238708494,0.7505283364868216,0.0107637223,3.3556341151750926e-06
20251017150-403,20251017151-115,260.29569569296314,57.83493586014656,13.342633575195315,12.804641238708495,0.5379923364868198,0.003112073,0.0001209738508739513
20251017150-403,20251017151-115,260.28277589380593,57.81171131724513,16.946070575195314,15.973609238708494,0.9724613364868198,0.014623811,0.00010038736904158757
20251017150-403,20251017151-115,260.3008609924108,57.82579563658829,13.185606575195315,11.901213238708495,1.2843933364868203,0.0038657643,0.00017650968271429258
20251017150-403,20251017151-115,260.2599639066592,57.77540154501851,17.308144575195314,16.608687238708495,0.6994573364868195,0.023946279,1.0969522415247725e-05
20251017150-403,20251017151-115,260.25887734207447,57.76910479711269,14.762720575195315,14.350648238708494,0.41207233648682084,0.007524418,1.5875293829899505e-05
20251017150-403,20251017151-115,260.34251354588395,57.86397741654015,16.921580075195315,15.407643238708495,1.5139368364868204,0.013859212000000001,0.0002321942873139976
20251017150-403,20251017151-115,260.36821127601047,57.885767468182024,17.645958575195316,16.130784238708493,1.5151743364868224,0.018904521,0.00032220589969409
20251017150-403,20251017151-115,260.2779414502844,57.770470179112294,17.820049575195313,16.214349238708493,1.6057003364868194,0.022521354,6.89723646087002e-05
20251017150-403,20251017151-115,260.35891032327936,57.86933195153577,17.297202575195314,15.578830238708495,1.7183723364868193,0.015106340499999999,0.00024160668097469924
20251017150-403,20251017151-115,260.2621960159396,57.74710698267474,16.061056575195316,15.245767238708494,0.8152893364868223,0.012330141400000001,7.79265379633144e-06
20251017150-403,20251017151-115,260.3976124209528,57.895444329692,15.798680575195315,15.184592238708495,0.6140883364868195,0.0104920738,0.00031062571631314446
20251017150-403,20251017151-115,260.38141238962123,57.87264762760334,16.806477575195316,16.211354238708495,0.5951233364868216,0.0153721911,0.00028498770594089645
20251017150-403,20251017151-115,260.3574575218116,57.838890503462224,14.884866575195314,14.336146238708494,0.5487203364868201,0.0072041308999999994,0.0001975788047502015
20251017150-403,20251017151-115,260.3762135771877,57.83773931387168,17.913261575195314,16.696279238708495,1.2169823364868186,0.027743857,0.00028216581244651064
20251017150-403,20251017151-115,260.3144582323142,57.75660051981561,16.909846575195317,16.075241238708493,0.834605336486824,0.015911616,0.0001088090967539882
20251017150-403,20251017151-115,260.30370471049366,57.73349491291589,17.839940575195314,16.989617238708494,0.8503233364868201,0.037635314,3.976048473612342e-05
20251017150-403,20251017151-115,260.38190165260073,57.82185527164381,16.532329575195313,15.800703238708495,0.7316263364868174,0.0130130465,0.00022760895038176498
20251017150-403,20251017151-115,260.35255672037107,57.78408964858349,17.294554575195313,16.390381238708493,0.9041733364868207,0.0178383395,0.00012937229328707322
