X_IMAGE,Y_IMAGE,XWIN_IMAGE,YWIN_IMAGE,ERRAWIN_IMAGE,ERRBWIN_IMAGE,ALPHAWIN_J2000,DELTAWIN_J2000,FLUX_RADIUS,FWHM_WORLD,FLUX_AUTO,FLUXERR_AUTO,SNR_WIN,ELONGATION,FLUX_MAX,MAG_AUTO,MAGERR_AUTO,FLAGS,BACKGROUND,CLASS_STAR,FLAGS_MODEL,NITER_MODEL,XMODEL_IMAGE,YMODEL_IMAGE,FLUX_POINTSOURCE,FLUXERR_POINTSOURCE,MAG_POINTSOURCE,MAGERR_POINTSOURCE,FLUXRATIO_POINTSOURCE,FLUXRATIOERR_POINTSOURCE,FILTER,PSF_ZP,OBS_IDENTIFIER
66.22972,522.59235,66.15244709424985,522.5836398050604,0.05065006,0.050003484,260.0355000985763,58.07603237328503,1.7319093,0.00059734227,706.37476,18.08981,41.272144,1.3058993,42.27744,-7.122588,0.027811771,0,16.830538,0.45740265,0,24,66.11968154460192,522.5315439105034,1500.8389,27.303606,-7.940835,0.019756762,1.0,0.0,i,25.39295352783203,20251017135-812
910.05566,516.7112,910.1444294034143,516.7677741152033,0.0337554,0.033250142,259.96585451983,57.988315301358014,1.8671966,0.0005502364,1429.1644,22.362383,64.558655,1.1611649,87.481415,-7.8877053,0.01699283,0,15.870585,0.49594456,0,31,910.163255751133,516.7633007466793,2837.334,35.923973,-8.632277,0.0137500325,1.0,0.0,i,25.39295352783203,20251017135-812
353.15594,517.4528,353.1456916036377,517.4519904518794,0.047641046,0.04690802,260.0123965157314,58.04606955507537,2.0539498,0.00064476836,1100.6112,21.75946,50.980606,1.2716542,55.319675,-7.604085,0.021470591,0,14.555991,0.42212343,0,32,353.0748234540224,517.424526065588,1906.149,33.492817,-8.200392,0.019082034,1.0,0.0,i,25.39295352783203,20251017135-812
1347.0015,507.52292,1346.9900816978484,507.5887567395223,0.04697913,0.04626189,259.9311445676457,57.94262639362256,1.650973,0.0005322807,718.6633,17.689207,42.459232,1.3380498,50.610355,-7.1413136,0.026730847,0,16.975475,0.4464323,0,25,1346.945265814662,507.6206698715687,1782.8889,34.778534,-8.1278105,0.021184431,1.0,0.0,i,25.39295352783203,20251017135-812
1306.9347,497.80292,1307.001017363801,497.83251098082195,0.022416817,0.021849146,259.93638720225056,57.94634155607801,2.145389,0.0005689015,3420.6392,31.275145,107.60925,1.0981519,165.20581,-8.835268,0.009929375,0,15.907953,0.5740497,0,14,1306.9949252591468,497.82746011018753,5887.502,48.47786,-9.424828,0.008942155,1.0,0.0,i,25.39295352783203,20251017135-812
966.149,479.06412,966.2528449044776,479.06680970369723,0.014954864,0.014546537,259.9685279293463,57.98083421199157,2.3365889,0.00056138134,7763.955,43.688118,169.11087,1.061638,309.42465,-9.725207,0.00611097,0,15.728829,0.95816916,0,12,966.2452182173729,479.0748698040843,11260.934,62.313698,-10.128936,0.0060095084,1.0,0.0,i,25.39295352783203,20251017135-812
1271.9086,474.63727,1271.9514530404838,474.63497853848924,0.02571647,0.025219362,259.9438429245972,57.94895115257544,2.0603893,0.0005802036,2549.0237,27.748095,91.43059,1.1290131,127.552155,-8.515935,0.01182195,0,15.875817,0.5311018,0,16,1271.9456758499146,474.6488004028797,4682.4697,45.524345,-9.1761875,0.010558411,1.0,0.0,i,25.39295352783203,20251017135-812
1583.8966,456.45078,1583.8787195378695,456.51754633874936,0.044880632,0.044136845,259.9213526516181,57.915813975617596,1.9976331,0.0006086334,1133.117,22.083204,52.501568,1.2657675,59.796467,-7.635687,0.021164946,0,17.990265,0.50440156,0,23,1583.9072641432285,456.52979987859726,2341.1196,55.74583,-8.423559,0.02585941,1.0,0.0,i,25.39295352783203,20251017135-812
1359.2047,453.32138,1359.2492832961736,453.34123852641295,0.02587008,0.0253952,259.9407113253506,57.93896156863305,2.1064749,0.0005860237,2669.4976,28.722742,92.55632,1.1657976,120.96808,-8.566073,0.011684932,0,16.953415,0.5545731,0,12,1359.249251410365,453.3388928771019,4767.481,51.067307,-9.195723,0.011632788,1.0,0.0,i,25.39295352783203,20251017135-812
1513.2646,401.60318,1513.3096982549728,401.5512660669352,0.040534202,0.040231936,259.9379618000823,57.92070493529508,1.8866247,0.0005425641,1131.1361,21.504805,54.722187,1.103776,63.83248,-7.633787,0.020646691,0,18.833818,0.486097,0,22,1513.3443559408188,401.5739215016365,2457.1729,42.46031,-8.4760895,0.018766241,1.0,0.0,i,25.39295352783203,20251017135-812
423.54605,384.26535,423.6239072326637,384.3200338959598,0.019958068,0.019515952,260.03252702120324,58.03287439956361,2.2005672,0.0005732828,4308.1704,34.122646,122.302475,1.0825835,193.68732,-9.085732,0.008601608,0,14.582051,0.77138555,0,23,423.6285857260227,384.32002824544907,6412.2417,36.787506,-9.517525,0.0062304623,1.0,0.0,i,25.39295352783203,20251017135-812
224.82384,384.8669,224.7741028309994,384.9279295785923,0.0417705,0.04103634,260.0491133604462,58.053502153463015,1.7695398,0.0005214341,966.0015,19.774061,50.304054,1.17345,62.48216,-7.4624443,0.022230431,0,16.069944,0.45087904,0,19,224.7258798778057,384.91153179854155,1906.5842,32.031967,-8.20064,0.01824557,1.0,0.0,i,25.39295352783203,20251017135-812
